0	[((86581205, 86604331, 0), 0), ((86604331, 86581205, 0), 23), ((86581205, 86462409, 0), 32), ((86462409, 86457530, 0), 45), ((86457530, 86500560, 0), 56), ((86500560, 86500568, 0), 62), ((86500568, 86435311, 0), 72), ((86435311, 86500578, 0), 74), ((86500578, 86473650, 0), 90), ((86473650, 86500587, 0), 95), ((86500587, 86422929, 0), 100), ((86422929, 86445402, 0), 109), ((86445402, 86439002, 0), 113), ((86439002, 86430452, 0), 116), ((86430452, 86430447, 0), 135), ((86430447, 86594929, 0), 137), ((86594929, 86594931, 0), 147), ((86594931, 86538570, 0), 149), ((86538570, 86379067, 0), 155), ((86379067, 86379042, 0), 168), ((86379042, 86432105, 0), 170), ((86432105, 86406781, 0), 179), ((86406781, 86430492, 0), 240), ((86430492, 86432131, 0), 244), ((86432131, 86431158, 0), 247), ((86431158, 86413439, 0), 280), ((86413439, 86375113, 0), 286), ('GOAL', 86375113, 286), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None)]
1	[((86518765, 86492337, 0), 0), ((86492337, 86593845, 0), 7), ((86593845, 86495630, 0), 17), ((86495630, 86606520, 0), 19), ((86606520, 86585553, 0), 24), ((86585553, 86435629, 0), 27), ((86435629, 86416075, 0), 31), ((86416075, 86479779, 0), 44), ((86479779, 86430226, 0), 49), ((86430226, 86430211, 0), 54), ((86430211, 86430197, 0), 83), ((86430197, 86430193, 0), 106), ((86430193, 86407506, 0), 117), ((86407506, 86387445, 0), 120), ((86387445, 5375953884, 0), 125), ((5375953884, 86430159, 0), 134), ((86430159, 1559299643, 0), 153), ((1559299643, 86430101, 0), 155), ((86430101, 5375953895, 0), 186), ((5375953895, 86430097, 0), 190), ((86430097, 86430089, 0), 195), ((86430089, 5375953903, 0), 207), ((5375953903, 86430069, 0), 217), ((86430069, 86430030, 0), 224), ('GOAL', 86430030, 224), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None)]
2	[((86502808, 86509309, 0), 0), ((86509309, 86509329, 0), 2), ((86509329, 86450622, 0), 10), ((86450622, 86450630, 0), 19), ((86450630, 86498160, 0), 30), ((86498160, 86509346, 0), 44), ((86509346, 86509350, 0), 49), ((86509350, 86509355, 0), 53), ((86509355, 86509357, 0), 57), ((86509357, 86506464, 0), 58), ((86506464, 86503644, 0), 65), ((86503644, 86441465, 0), 66), ((86441465, 86509371, 0), 70), ((86509371, 86509375, 0), 78), ((86509375, 86499341, 0), 80), ((86499341, 86430211, 0), 90), ((86430211, 86430197, 0), 97), ((86430197, 86430193, 0), 123), ((86430193, 86407506, 0), 134), ((86407506, 86387445, 0), 139), ((86387445, 5375953884, 0), 147), ((5375953884, 86430159, 0), 156), ((86430159, 1559299643, 0), 175), ((1559299643, 86430101, 0), 177), ((86430101, 5375953895, 0), 208), ((5375953895, 86430097, 0), 212), ((86430097, 86430089, 0), 216), ((86430089, 5375953903, 0), 229), ((5375953903, 86430069, 0), 239), ((86430069, 86430030, 0), 246), ('GOAL', 86430030, 246), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None)]
3	[((5382279706, 86586325, 0), 0), ((86586325, 86504471, 0), 1), ((86504471, 86504468, 0), 6), ((86504468, 5382279703, 0), 13), ((5382279703, 86455026, 0), 16), ((86455026, 86504454, 0), 19), ((86504454, 86519044, 0), 25), ((86519044, 86519244, 0), 32), ((86519244, 5375953883, 0), 35), ((5375953883, 86422026, 0), 45), ((86422026, 86519224, 0), 46), ((86519224, 86473533, 0), 51), ((86473533, 86438273, 0), 53), ((86438273, 5386545569, 0), 57), ((5386545569, 86407506, 0), 70), ((86407506, 86387445, 0), 105), ((86387445, 5375953884, 0), 108), ((5375953884, 86430159, 0), 117), ((86430159, 1559299643, 0), 136), ((1559299643, 86430101, 0), 137), ((86430101, 5375953895, 0), 169), ((5375953895, 86430097, 0), 173), ((86430097, 86430089, 0), 177), ((86430089, 5375953903, 0), 190), ((5375953903, 86430069, 0), 200), ((86430069, 86430030, 0), 207), ('GOAL', 86430030, 207), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None), ('GOAL', 86430030, None)]
4	[((86561359, 86503896, 0), 0), ((86503896, 86503889, 0), 9), ((86503889, 86503885, 0), 59), ((86503885, 86431997, 0), 62), ((86431997, 5406929331, 0), 74), ((5406929331, 86432015, 0), 84), ((86432015, 86432019, 0), 89), ((86432019, 86432023, 0), 90), ((86432023, 86432036, 0), 95), ((86432036, 86432045, 0), 103), ((86432045, 86432074, 0), 113), ((86432074, 86432084, 0), 142), ((86432084, 86432101, 0), 153), ((86432101, 86432105, 0), 165), ((86432105, 86406781, 0), 168), ((86406781, 86430492, 0), 225), ((86430492, 86432131, 0), 229), ((86432131, 86431158, 0), 231), ((86431158, 86413439, 0), 264), ((86413439, 86375113, 0), 270), ('GOAL', 86375113, 270), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None), ('GOAL', 86375113, None)]
5	[((86373016, 86459775, 0), 0), ((86459775, 86459120, 0), 1), ((86459120, 86451115, 0), 2), ((86451115, 86459771, 0), 3), ((86459771, 86423018, 0), 5), ((86423018, 86459768, 0), 8), ((86459768, 86459765, 0), 14), ((86459765, 86606421, 0), 20), ((86606421, 86539345, 0), 23), ((86539345, 86575429, 0), 28), ((86575429, 86606471, 0), 35), ((86606471, 86515007, 0), 58), ((86515007, 86578462, 0), 61), ((86578462, 86534143, 0), 66), ((86534143, 86476447, 0), 69), ((86476447, 86466239, 0), 70), ((86466239, 86593323, 0), 74), ((86593323, 86421537, 0), 75), ((86421537, 86492287, 0), 79), ((86492287, 86471937, 0), 86), ((86471937, 86595713, 0), 90), ((86595713, 86593845, 0), 92), ((86593845, 86495630, 0), 93), ((86495630, 86606520, 0), 96), ((86606520, 86585553, 0), 101), ((86585553, 86435629, 0), 104), ((86435629, 86416075, 0), 107), ((86416075, 86479779, 0), 120), ((86479779, 86430226, 0), 126), ((86430226, 86430211, 0), 131), ((86430211, 86430197, 0), 165), ((86430197, 86430193, 0), 197), ((86430193, 86407506, 0), 209), ((86407506, 86387445, 0), 219), ((86387445, 5375953884, 0), 241), ((5375953884, 86430159, 0), 250), ((86430159, 1559299643, 0), 269), ((1559299643, 86430101, 0), 271), ((86430101, 5375953895, 0), 302), ((5375953895, 86430097, 0), 306), ((86430097, 86430089, 0), 311), ((86430089, 5375953903, 0), 323), ((5375953903, 86430069, 0), 333), ((86430069, 86430030, 0), 340), ('GOAL', 86430030, 340), ('GOAL', 86430030, None)]
6	[((86426477, 86426471, 0), 0), ((86426471, 5386875935, 0), 11), ((5386875935, 5386875934, 0), 15), ((5386875934, 5386875923, 0), 17), ((5386875923, 86431857, 0), 24), ((86431857, 86431869, 0), 25), ((86431869, 86575614, 0), 34), ((86575614, 86438506, 0), 42), ((86438506, 86457907, 0), 48), ((86457907, 86457852, 0), 55), ((86457852, 86474341, 0), 64), ((86474341, 86375459, 0), 81), ((86375459, 86518814, 0), 89), ((86518814, 86518812, 0), 92), ((86518812, 86430233, 0), 94), ((86430233, 86430228, 0), 126), ((86430228, 5736546757, 0), 137), ((5736546757, 5736546751, 0), 140), ((5736546751, 86430226, 0), 142), ((86430226, 86430211, 0), 152), ((86430211, 86430197, 0), 200), ((86430197, 86430193, 0), 242), ((86430193, 86407506, 0), 253), ((86407506, 86387445, 0), 280), ((86387445, 5375953884, 0), 310), ((5375953884, 86430159, 0), 319), ((86430159, 1559299643, 0), 338), ((1559299643, 86430101, 0), 340), ((86430101, 5375953895, 0), 371), ((5375953895, 86430097, 0), 375), ((86430097, 86430089, 0), 380), ((86430089, 5375953903, 0), 392), ((5375953903, 86430069, 0), 402), ((86430069, 86430030, 0), 409), ('GOAL', 86430030, 409), ('GOAL', 86430030, None)]
7	[((86597901, 86465887, 0), 0), ((86465887, 86597901, 0), 7), ((86597901, 86597964, 0), 23), ((86597964, 86455619, 0), 49), ((86455619, 86454577, 0), 76), ((86454577, 86586142, 0), 95), ((86586142, 86498532, 0), 97), ((86498532, 86509357, 0), 100), ((86509357, 86506464, 0), 138), ((86506464, 86503644, 0), 146), ((86503644, 86441465, 0), 147), ((86441465, 86509371, 0), 151), ((86509371, 86509375, 0), 159), ((86509375, 86499341, 0), 161), ((86499341, 86430211, 0), 171), ((86430211, 86430197, 0), 177), ((86430197, 86430193, 0), 215), ((86430193, 86407506, 0), 226), ((86407506, 86387445, 0), 238), ((86387445, 5375953884, 0), 268), ((5375953884, 86430159, 0), 276), ((86430159, 1559299643, 0), 295), ((1559299643, 86430101, 0), 297), ((86430101, 5375953895, 0), 329), ((5375953895, 86430097, 0), 333), ((86430097, 86430089, 0), 337), ((86430089, 5375953903, 0), 350), ((5375953903, 86430069, 0), 360), ((86430069, 86430030, 0), 367), ('GOAL', 86430030, 367), ('GOAL', 86430030, None)]
8	[((86436475, 86436471, 0), 0), ((86436471, 86508210, 0), 2), ((86508210, 86508215, 0), 28), ((86508215, 86508219, 0), 35), ((86508219, 86508220, 0), 43), ((86508220, 4687298814, 0), 50), ((4687298814, 86430364, 0), 71), ((86430364, 86430380, 0), 76), ((86430380, 86414245, 0), 96), ((86414245, 86430386, 0), 106), ((86430386, 86430395, 0), 110), ((86430395, 86376907, 0), 118), ((86376907, 86430418, 0), 121), ((86430418, 86376920, 0), 127), ((86376920, 86430424, 0), 129), ((86430424, 86554346, 0), 133), ((86554346, 86594931, 0), 145), ((86594931, 86538570, 0), 192), ((86538570, 86379067, 0), 198), ((86379067, 86379042, 0), 212), ((86379042, 86432105, 0), 215), ((86432105, 86406781, 0), 230), ((86406781, 86430492, 0), 318), ((86430492, 86432131, 0), 322), ((86432131, 86431158, 0), 324), ((86431158, 86413439, 0), 357), ((86413439, 86375113, 0), 363), ('GOAL', 86375113, 363), ('GOAL', 86375113, None)]
9	[((86484914, 86516955, 0), 0), ((86516955, 86484914, 0), 15), ((86484914, 86436036, 0), 30), ((86436036, 86484911, 0), 35), ((86484911, 86543634, 0), 42), ((86543634, 86445395, 0), 59), ((86445395, 86595935, 0), 76), ((86595935, 86568639, 0), 85), ((86568639, 86595929, 0), 89), ((86595929, 86426479, 0), 93), ((86426479, 86426487, 0), 97), ((86426487, 86426493, 0), 104), ((86426493, 86426495, 0), 112), ((86426495, 86431937, 0), 113), ((86431937, 86431956, 0), 134), ((86431956, 86431970, 0), 159), ((86431970, 86431978, 0), 173), ((86431978, 86431980, 0), 188), ((86431980, 86431990, 0), 191), ((86431990, 86431997, 0), 203), ((86431997, 5406929331, 0), 212), ((5406929331, 86432015, 0), 221), ((86432015, 86432019, 0), 227), ((86432019, 86432023, 0), 228), ((86432023, 86432036, 0), 233), ((86432036, 86432045, 0), 240), ((86432045, 86432074, 0), 250), ((86432074, 86432084, 0), 279), ((86432084, 86432101, 0), 291), ((86432101, 86432105, 0), 303), ((86432105, 86406781, 0), 313), ((86406781, 86430492, 0), 444), ((86430492, 86432131, 0), 448), ((86432131, 86431158, 0), 450), ((86431158, 86413439, 0), 483), ((86413439, 86375113, 0), 489), ('GOAL', 86375113, 489)]
