0	[((86462881, 86462892, 0), 0), ((86462892, 86462881, 0), 12), ((86462881, 86441304, 0), 26), ((86441304, 86500444, 0), 32), ((86500444, 86499631, 0), 42), ((86499631, 86500449, 0), 45), ((86500449, 86466048, 0), 47), ((86466048, 86420503, 0), 56), ((86420503, 86500462, 0), 60), ((86500462, 86500464, 0), 63), ((86500464, 86500465, 0), 65), ((86500465, 86441770, 0), 67), ((86441770, 86456447, 0), 72), ((86456447, 86428039, 0), 79), ((86428039, 86500504, 0), 92), ((86500504, 86500507, 0), 102), ((86500507, 86475909, 0), 105), ((86475909, 86500519, 0), 117), ((86500519, 86478801, 0), 119), ((86478801, 86500520, 0), 120), ((86500520, 86500526, 0), 125), ((86500526, 86470948, 0), 130), ((86470948, 86500542, 0), 141), ((86500542, 86500549, 0), 151), ((86500549, 86500560, 0), 156), ((86500560, 86500568, 0), 182), ((86500568, 86435311, 0), 192), ((86435311, 86500578, 0), 195), ((86500578, 86473650, 0), 211), ((86473650, 86500587, 0), 216), ((86500587, 86422929, 0), 221), ((86422929, 86445402, 0), 230), ((86445402, 86439002, 0), 234), ((86439002, 86430452, 0), 237), ((86430452, 86430447, 0), 276), ((86430447, 86594929, 0), 279), ((86594929, 86594931, 0), 295), ((86594931, 86538570, 0), 298), ((86538570, 86379067, 0), 309), ((86379067, 86379042, 0), 341), ((86379042, 86432105, 0), 343), ((86432105, 86406781, 0), 345), ((86406781, 86430492, 0), 459), ((86430492, 86432131, 0), 463), ((86432131, 86431158, 0), 465), ((86431158, 86413439, 0), 498), ((86413439, 86375113, 0), 505), ('GOAL', 86375113, 505)]
1	[((86571369, 86520232, 0), 0), ((86520232, 86571369, 0), 4), ((86571369, 86519122, 0), 26), ((86519122, 86551400, 0), 33), ((86551400, 86471061, 0), 41), ((86471061, 86471091, 0), 50), ((86471091, 86500303, 0), 77), ((86500303, 86398387, 0), 85), ((86398387, 86421566, 0), 93), ((86421566, 86500246, 0), 155), ('GOAL', 86500246, 155)]
2	[((86454131, 86454120, 0), 0), ((86454120, 86454131, 0), 15), ((86454131, 86470693, 0), 28), ((86470693, 86445395, 0), 40), ((86445395, 86595935, 0), 44), ((86595935, 86568639, 0), 48), ((86568639, 86595929, 0), 50), ((86595929, 86426479, 0), 56), ((86426479, 86445612, 0), 58), ((86445612, 86541688, 0), 63), ((86541688, 5386875947, 0), 64), ((5386875947, 5386875938, 0), 76), ((5386875938, 86431857, 0), 79), ((86431857, 86431869, 0), 84), ((86431869, 86575614, 0), 92), ((86575614, 86438506, 0), 97), ((86438506, 86457907, 0), 100), ((86457907, 86457852, 0), 109), ((86457852, 86474341, 0), 116), ((86474341, 86375459, 0), 131), ((86375459, 86518814, 0), 149), ((86518814, 86518812, 0), 163), ((86518812, 86430233, 0), 165), ((86430233, 86430228, 0), 200), ((86430228, 5736546757, 0), 227), ((5736546757, 5736546751, 0), 230), ((5736546751, 86430226, 0), 232), ((86430226, 86430211, 0), 247), ((86430211, 86430197, 0), 307), ((86430197, 86430193, 0), 371), ((86430193, 86407506, 0), 382), ((86407506, 86387445, 0), 385), ((86387445, 5375953884, 0), 393), ((5375953884, 86430159, 0), 402), ((86430159, 1559299643, 0), 421), ((1559299643, 86430101, 0), 423), ((86430101, 5375953895, 0), 454), ((5375953895, 86430097, 0), 458), ((86430097, 86430089, 0), 463), ((86430089, 5375953903, 0), 475), ((5375953903, 86430069, 0), 485), ((86430069, 86430030, 0), 492), ('GOAL', 86430030, 492)]
3	[((86413439, 86426181, 0), 0), ('GOAL', 86426181, None)]
4	[((86519898, 86508220, 0), 0), ((86508220, 4687298814, 0), 3), ((4687298814, 86430364, 0), 24), ((86430364, 86430380, 0), 29), ((86430380, 86414245, 0), 50), ((86414245, 86430386, 0), 59), ((86430386, 86430395, 0), 64), ((86430395, 86376907, 0), 71), ((86376907, 86430418, 0), 75), ((86430418, 86376920, 0), 81), ((86376920, 86430424, 0), 82), ((86430424, 86554346, 0), 86), ((86554346, 86594931, 0), 97), ((86594931, 86538570, 0), 144), ((86538570, 86379067, 0), 156), ((86379067, 86379042, 0), 188), ((86379042, 86432105, 0), 190), ((86432105, 86406781, 0), 193), ((86406781, 86430492, 0), 254), ((86430492, 86432131, 0), 258), ((86432131, 86431158, 0), 260), ((86431158, 86413439, 0), 293), ((86413439, 86375113, 0), 300), ('GOAL', 86375113, 300)]
5	[((86420803, 86518909, 0), 0), ((86518909, 86417963, 0), 7), ((86417963, 5382279682, 0), 12), ((5382279682, 86518871, 0), 16), ((86518871, 5382279678, 0), 33), ((5382279678, 86518856, 0), 46), ((86518856, 5382279681, 0), 57), ((5382279681, 5382279680, 0), 61), ((5382279680, 86455700, 0), 63), ((86455700, 86518846, 0), 72), ((86518846, 86375459, 0), 81), ((86375459, 86518814, 0), 109), ((86518814, 86518812, 0), 119), ((86518812, 86430233, 0), 121), ((86430233, 86430228, 0), 156), ((86430228, 5736546757, 0), 181), ((5736546757, 5736546751, 0), 183), ((5736546751, 86430226, 0), 186), ((86430226, 86430211, 0), 201), ((86430211, 86430197, 0), 257), ((86430197, 86430193, 0), 314), ((86430193, 86407506, 0), 325), ((86407506, 86387445, 0), 329), ((86387445, 5375953884, 0), 337), ((5375953884, 86430159, 0), 346), ((86430159, 1559299643, 0), 365), ((1559299643, 86430101, 0), 366), ((86430101, 5375953895, 0), 398), ((5375953895, 86430097, 0), 402), ((86430097, 86430089, 0), 406), ((86430089, 5375953903, 0), 419), ((5375953903, 86430069, 0), 429), ((86430069, 86430030, 0), 436), ('GOAL', 86430030, 436)]
6	[((86454120, 86454131, 0), 0), ((86454131, 86470693, 0), 11), ((86470693, 86445395, 0), 24), ((86445395, 86595935, 0), 28), ((86595935, 86568639, 0), 32), ((86568639, 86595929, 0), 34), ((86595929, 86426479, 0), 41), ((86426479, 86445612, 0), 43), ((86445612, 86541688, 0), 47), ((86541688, 5386875947, 0), 48), ((5386875947, 5386875938, 0), 60), ((5386875938, 86431857, 0), 64), ((86431857, 86431869, 0), 68), ((86431869, 86575614, 0), 76), ((86575614, 86438506, 0), 81), ((86438506, 86457907, 0), 84), ((86457907, 86457852, 0), 93), ((86457852, 86474341, 0), 100), ((86474341, 86375459, 0), 115), ((86375459, 86518814, 0), 139), ((86518814, 86518812, 0), 159), ((86518812, 86430233, 0), 161), ((86430233, 86430228, 0), 196), ((86430228, 5736546757, 0), 224), ((5736546757, 5736546751, 0), 226), ((5736546751, 86430226, 0), 229), ((86430226, 86430211, 0), 244), ((86430211, 86430197, 0), 303), ((86430197, 86430193, 0), 367), ((86430193, 86407506, 0), 378), ((86407506, 86387445, 0), 382), ((86387445, 5375953884, 0), 390), ((5375953884, 86430159, 0), 398), ((86430159, 1559299643, 0), 417), ((1559299643, 86430101, 0), 419), ((86430101, 5375953895, 0), 451), ((5375953895, 86430097, 0), 455), ((86430097, 86430089, 0), 459), ((86430089, 5375953903, 0), 472), ((5375953903, 86430069, 0), 482), ((86430069, 86430030, 0), 489), ('GOAL', 86430030, 489)]
7	[((86509357, 86498532, 0), 0), ((86498532, 86509357, 0), 9), ((86509357, 86506464, 0), 24), ((86506464, 86503644, 0), 31), ((86503644, 86441465, 0), 32), ((86441465, 86509371, 0), 36), ((86509371, 86509375, 0), 44), ((86509375, 86499341, 0), 46), ((86499341, 86430211, 0), 56), ((86430211, 86430197, 0), 63), ((86430197, 86430193, 0), 83), ((86430193, 86407506, 0), 94), ((86407506, 86387445, 0), 97), ((86387445, 5375953884, 0), 98), ((5375953884, 86430159, 0), 107), ((86430159, 1559299643, 0), 126), ((1559299643, 86430101, 0), 128), ((86430101, 5375953895, 0), 159), ((5375953895, 86430097, 0), 163), ((86430097, 86430089, 0), 168), ((86430089, 5375953903, 0), 180), ((5375953903, 86430069, 0), 191), ((86430069, 86430030, 0), 197), ('GOAL', 86430030, 197)]
8	[((86500568, 86500560, 0), 0), ((86500560, 86500568, 0), 4), ((86500568, 86435311, 0), 15), ((86435311, 86500578, 0), 17), ((86500578, 86473650, 0), 33), ((86473650, 86500587, 0), 38), ((86500587, 86422929, 0), 44), ((86422929, 86445402, 0), 52), ((86445402, 86439002, 0), 57), ((86439002, 86430452, 0), 60), ((86430452, 86430447, 0), 99), ((86430447, 86594929, 0), 102), ((86594929, 86594931, 0), 118), ((86594931, 86538570, 0), 121), ((86538570, 86379067, 0), 131), ((86379067, 86379042, 0), 163), ((86379042, 86432105, 0), 165), ((86432105, 86406781, 0), 167), ((86406781, 86430492, 0), 214), ((86430492, 86432131, 0), 218), ((86432131, 86431158, 0), 221), ((86431158, 86413439, 0), 254), ((86413439, 86375113, 0), 261), ('GOAL', 86375113, 261)]
9	[((86464673, 86464674, 0), 0), ((86464674, 86508288, 0), 1), ((86508288, 86508306, 0), 8), ((86508306, 86466788, 0), 24), ((86466788, 86431956, 0), 33), ((86431956, 86431970, 0), 44), ((86431970, 86431978, 0), 59), ((86431978, 86431980, 0), 74), ((86431980, 86431990, 0), 77), ((86431990, 86431997, 0), 88), ((86431997, 5406929331, 0), 98), ((5406929331, 86432015, 0), 107), ((86432015, 86432019, 0), 113), ((86432019, 86432023, 0), 114), ((86432023, 86432036, 0), 118), ((86432036, 86432045, 0), 126), ((86432045, 86432074, 0), 136), ((86432074, 86432084, 0), 165), ((86432084, 86432101, 0), 176), ((86432101, 86432105, 0), 189), ((86432105, 86406781, 0), 191), ((86406781, 86430492, 0), 250), ((86430492, 86432131, 0), 254), ((86432131, 86431158, 0), 257), ((86431158, 86413439, 0), 289), ((86413439, 86375113, 0), 297), ('GOAL', 86375113, 297)]
